"Probes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"chr"	"pos"	"strand"	"Type"	"Relation_to_Island"	"UCSC_RefGene_Name"	"UCSC_RefGene_Accession"	"UCSC_RefGene_Group"	"Regulatory_Feature_Group"
"cg11192501"	-0.704598106851666	1.00505296524147	-6.4474010093251	4.2293887069182e-05	0.0108203904872766	2.50290322622598	"chr2"	75469125	"-"	"II"	"OpenSea"	""	""	""	""
"cg11194266"	-1.76946630656456	-0.711134778987662	-16.5039330407926	2.97271603505671e-09	3.25393120904138e-05	10.4418393923295	"chr9"	111311435	"-"	"II"	"OpenSea"	""	""	""	""
"cg11195884"	0.648349863271248	0.244377625421171	6.22041253857025	5.83651690388223e-05	0.0128816456657601	2.19566742599561	"chr12"	105132660	"+"	"II"	"OpenSea"	"CHST11"	"NM_001173982;NM_018413"	"Body"	""
"cg11199506"	0.883068991586641	-3.54285167362306	6.70513186126236	2.9584208631451e-05	0.00893865879891704	2.8421347684396	"chr1"	205919667	"-"	"II"	"OpenSea"	""	""	""	""
"cg11200635"	-0.636578795985776	-2.85701208381387	-4.56930676630755	0.000753638766661352	0.046452481545975	-0.281394530571442	"chr10"	43573195	"-"	"I"	"Island"	"RET"	"NM_020630;NM_020975"	"Body"	"Unclassified_Cell_type_specific"
"cg11201006"	0.67111675776583	-1.26385365539261	5.23789281192623	0.00025540174180372	0.0277447065428936	0.772479843454473	"chr11"	95317928	"+"	"II"	"OpenSea"	""	""	""	""
"cg11204177"	0.51291006607737	-2.61991863240208	4.5588003949088	0.000766940139703545	0.0468003457635205	-0.298473643648951	"chr7"	82919052	"-"	"II"	"OpenSea"	""	""	""	""
"cg11205605"	0.671575980359072	-1.27548201658805	5.96326497917845	8.47786376779471e-05	0.0157467026860583	1.8378924167435	"chr4"	127276280	"-"	"II"	"OpenSea"	""	""	""	""
"cg11209631"	0.615111062570447	-1.10812885066847	4.89563924200489	0.000440970786588609	0.0361453211706195	0.241292238285856	"chr4"	72204651	"+"	"II"	"OpenSea"	"SLC4A4"	"NM_001134742;NM_003759;NM_001098484"	"Body"	"Unclassified_Cell_type_specific"
"cg11211198"	-0.552128960627749	-0.539940730040254	-5.07260499899698	0.000331799038979289	0.0315259398278956	0.518179675931136	"chr20"	62257286	"+"	"II"	"N_Shore"	"GMEB2"	"NM_012384"	"5'UTR"	""
"cg11212065"	-0.714410454528882	1.31045342723554	-4.98587697727841	0.000381222800730088	0.0336137915334665	0.383072324711393	"chr6"	81247317	"-"	"II"	"OpenSea"	""	""	""	""
"cg11214047"	0.754892075119734	-2.41836843372671	5.54347281861822	0.000159049891164268	0.0218758685623563	1.23142220606871	"chr7"	92761722	"-"	"II"	"OpenSea"	"SAMD9L"	"NM_152703"	"Body"	""
"cg11214141"	1.03768688242228	-1.2190640422673	10.0168240074973	5.89442051323637e-07	0.00081723475443663	6.39529797178604	"chr6"	52906363	"+"	"II"	"OpenSea"	"ICK"	"NM_014920;NM_016513"	"5'UTR"	""
"cg11215612"	-0.804735640266751	0.481648615255277	-6.18985373746437	6.09839461549199e-05	0.0131870044287028	2.15369302004713	"chr21"	39200341	"-"	"II"	"OpenSea"	"KCNJ6"	"NM_002240"	"Body"	""
"cg11216517"	0.512237908078627	2.12412781477939	4.49621753815478	0.000851440218332208	0.0490387940801295	-0.400520703320556	"chr19"	19014755	"-"	"II"	"OpenSea"	"COPE"	"NM_199442;NM_199444;NM_007263"	"Body"	""
"cg11220870"	1.00322784898156	-3.26452961455505	8.4133788278074	3.40008249824052e-06	0.00241392737188097	4.84804210253968	"chr11"	44715788	"-"	"II"	"OpenSea"	""	""	""	""
"cg11222557"	0.63035791748847	-2.82347587563933	4.81384196067087	0.000503677904891483	0.0383944733542425	0.111725971286354	"chr11"	99196762	"-"	"II"	"OpenSea"	"CNTN5"	"NM_014361;NM_001243271;NM_001243270"	"5'UTR"	""
"cg11224748"	-0.530980281049532	-0.360219450883173	-4.81131961169816	0.000505754684628392	0.0384510959823073	0.107714918977397	"chr17"	12415493	"-"	"II"	"OpenSea"	""	""	""	""
"cg11226676"	0.959758675553708	2.58118692098657	4.88340663058619	0.000449800003731556	0.0364499022234842	0.221978857866989	"chr14"	24626606	"+"	"II"	"OpenSea"	"RNF31"	"NM_001310332;NM_017999;NM_017999;NM_001310332"	"ExonBnd"	""
"cg11227157"	0.635418218683644	1.43063319531206	5.92542624120946	8.96350153783122e-05	0.0161814767682747	1.78436885314727	"chr5"	73639062	"-"	"II"	"OpenSea"	""	""	""	""
"cg11229104"	-0.553940299420855	-1.18878308071773	-4.86429727174858	0.000463967174925522	0.036984488115309	0.191763704078516	"chr3"	124132963	"+"	"II"	"OpenSea"	"KALRN"	"NM_003947;NM_001024660"	"Body"	""
"cg11232460"	0.629821054887911	-3.22098118630664	5.26412563397763	0.000245098512020458	0.027210780792783	0.812451357021026	"chr10"	50196703	"+"	"II"	"OpenSea"	""	""	""	""
"cg11234930"	-0.545703360847136	0.526453843273421	-4.80122103192551	0.000514160028341981	0.0387563868707675	0.0916467718344736	"chr2"	119365508	"-"	"II"	"OpenSea"	""	""	""	""
"cg11235015"	0.807999639941817	-3.03499053883514	7.3222624688142	1.30128305493712e-05	0.0055837824247147	3.61402589612935	"chr6"	148762393	"+"	"II"	"OpenSea"	"SASH1"	"NM_015278"	"Body"	""
"cg11236970"	-0.74289180787083	-3.25037406990445	-5.75968259362453	0.000114673029921213	0.0185112106926782	1.54725744933128	"chr2"	120316811	"-"	"II"	"OpenSea"	"CFAP221"	"NR_073133;NR_073132;NM_001271049"	"Body"	""
"cg11238327"	0.531026592149174	1.37393017950921	4.64303568047317	0.000666843321619079	0.0438911117395061	-0.161972051741143	"chr17"	29837074	"-"	"II"	"OpenSea"	"RAB11FIP4"	"NM_001303542;NM_032932"	"Body"	""
"cg11240782"	-0.550202120530768	-0.778224375166582	-4.89772361126054	0.000439484627993737	0.036111311326465	0.244580911556921	"chr16"	17252282	"+"	"II"	"OpenSea"	"XYLT1"	"NM_022166"	"Body"	""
"cg11241097"	0.614352748967544	-0.0338232207294069	5.05789590702513	0.000339680221939753	0.0318839652736679	0.495345993131937	"chr1"	217699681	"-"	"II"	"OpenSea"	"GPATCH2"	"NM_018040"	"Body"	""
"cg11241943"	-0.581043558396505	-2.4320611201982	-4.47447734857433	0.000883030318340074	0.049884723085462	-0.436094057804356	"chr3"	13399889	"+"	"II"	"OpenSea"	"NUP210"	"NM_024923;NM_024923"	"ExonBnd"	""
"cg11244339"	-0.572570109889589	0.185176340654138	-4.948708403299	0.000404728203348703	0.0345251882673704	0.324821618886512	"chr7"	47323191	"+"	"II"	"OpenSea"	"TNS3"	"NM_022748"	"Body"	""
"cg11244340"	-0.613031442319108	-2.25908260659345	-5.51501345544283	0.000166129711417937	0.0223835842542173	1.18929936897991	"chr13"	96743583	"-"	"I"	"Island"	"HS6ST3"	"NM_153456"	"1stExon"	""
"cg11245333"	0.569277777985449	1.98483579162226	4.48851186909144	0.000862499535878371	0.0493197674264334	-0.413122191882485	"chr1"	220959931	"-"	"II"	"N_Shore"	"MOSC1"	"NM_022746"	"TSS200"	""
"cg11247129"	-1.42096679311013	-3.09744425698069	-9.20556299875889	1.3883652463755e-06	0.00138810207163611	5.64896618661705	"chr6"	97457431	"+"	"II"	"OpenSea"	"KLHL32"	"NM_052904"	"Body"	""
"cg11247519"	0.744677195681992	-3.1419808372509	6.36760182275596	4.73270586859353e-05	0.0114829599996254	2.39580314366247	"chr6"	125474746	"+"	"II"	"N_Shore"	"TPD52L1"	"NM_001003396;NM_001003395;NM_003287;NM_001003397"	"TSS200"	"Unclassified"
"cg11249117"	0.740741212979423	-2.64099342869697	5.38215628142854	0.000203892859836334	0.0247560915985472	0.990969560909043	"chr12"	124761707	"-"	"II"	"OpenSea"	"ZNF664-FAM101A"	"NM_001204299"	"5'UTR"	""
"cg11249851"	-0.659859632187375	-2.67257187180805	-5.71724158807442	0.000122214901099646	0.0191669681282405	1.48584336552714	"chr8"	100907153	"+"	"II"	"S_Shore"	"COX6C"	"NM_004374"	"TSS1500"	""
"cg11250170"	-0.564763229645455	1.04133749294001	-5.14601747109463	0.000295249984492947	0.0297810316382486	0.631646487244632	"chr7"	142749259	"-"	"II"	"OpenSea"	"OR6V1"	"NM_001001667"	"TSS200"	""
"cg11250586"	-0.542693053429994	2.05583961227277	-5.06985024358227	0.000333260227278252	0.0315607399096489	0.513905840002969	"chr8"	118936820	"-"	"II"	"OpenSea"	"EXT1"	"NM_000127"	"Body"	""
"cg11256458"	-0.574420120901658	-0.045503492022455	-4.89951813567999	0.00043820935508077	0.0360605176022435	0.247411755575385	"chr6"	114857540	"-"	"II"	"OpenSea"	""	""	""	""
"cg11256607"	0.601367081586513	-2.27593388213106	5.00603764624654	0.000369079349622211	0.0330662135554147	0.414581001982214	"chr1"	58716306	"+"	"II"	"S_Shore"	"DAB1"	"NM_021080"	"TSS200"	""
"cg11257123"	0.895589102197291	-2.34403342390829	7.99709952046735	5.58557221803847e-06	0.00331050625141951	4.3960215925337	"chr17"	61484176	"+"	"II"	"OpenSea"	"TANC2"	"NM_025185"	"Body"	"Unclassified"
"cg11257906"	0.584139312081158	1.82866178040715	4.72842166451684	0.000579272910509771	0.0410015880923177	-0.0246257631574069	"chr8"	143743446	"+"	"II"	"OpenSea"	"JRK"	"NM_001077527;NM_003724"	"Body"	""
"cg11258102"	-0.948607812880604	0.298886702794906	-8.39030486318728	3.49324915335196e-06	0.0024556946502499	4.82356807609259	"chr1"	117078712	"+"	"II"	"S_Shore"	"CD58"	"NM_001779;NR_026665;NM_001144822"	"Body"	""
"cg11261691"	-0.826884533692927	-2.23710025370517	-6.78932544215825	2.6373578068114e-05	0.00837228461217858	2.95076624451217	"chr20"	30914444	"-"	"II"	"OpenSea"	"KIF3B"	"NM_004798"	"Body"	""
"cg11265734"	0.863708158966119	-2.32561912428463	7.51918671701621	1.01115622211074e-05	0.00482107490111485	3.84872998052838	"chr11"	123452399	"-"	"II"	"OpenSea"	"GRAMD1B"	"NM_020716;NM_001286563;NM_001286564"	"Body"	""
"cg11272515"	-0.545362977908982	1.33604995429631	-4.65038787421746	0.000658782859132031	0.0436399254387786	-0.150105058326863	"chr3"	147077468	"+"	"I"	"Island"	""	""	""	""
"cg11273005"	0.724099175488129	1.86818121219444	5.52001690715173	0.000164861194344901	0.0223031718597148	1.19671425537902	"chr11"	44733023	"+"	"II"	"OpenSea"	""	""	""	""
"cg11275039"	0.712798009150087	1.42699000381634	5.27593776081943	0.000240603563895599	0.0269751085151219	0.830414796713178	"chr10"	129824584	"+"	"II"	"OpenSea"	"PTPRE"	"NM_006504"	"5'UTR"	""
"cg11277540"	0.682433280260818	1.90434698060213	5.13705339164463	0.000299475374218939	0.0299540138457448	0.617835896336564	"chrX"	142871130	"+"	"II"	"OpenSea"	""	""	""	""
"cg11277783"	0.522563419180095	-1.03894469892811	5.14985902468451	0.000293458513852622	0.0296799135741894	0.637561224973693	"chr16"	57299137	"+"	"II"	"OpenSea"	"PLLP"	"NM_015993"	"Body"	""
"cg11277888"	1.48207880351824	-2.8324663284469	9.86926870544506	6.85909117442002e-07	0.000896020724324078	6.26476671787777	"chr3"	112372544	"+"	"II"	"OpenSea"	""	""	""	""
"cg11279833"	0.560907332068338	-2.75395459328789	4.61246764502972	0.000701482360452191	0.044823390674714	-0.211392629735421	"chr15"	78919026	"-"	"II"	"OpenSea"	"CHRNB4"	"NM_001256567;NM_000750"	"Body"	""
"cg11283514"	0.855990072078038	1.61112220871504	7.4975483606851	1.03934219164064e-05	0.00491122126450266	3.82320753199162	"chr4"	82126708	"-"	"II"	"OpenSea"	"PRKG2"	"NM_001282485;NM_006259"	"5'UTR"	""
"cg11286742"	-0.681546950243268	2.30254583091155	-5.10197233443004	0.000316635600865652	0.030797927782088	0.563669198906375	"chr3"	149860152	"-"	"II"	"OpenSea"	""	""	""	"Unclassified_Cell_type_specific"
"cg11287055"	-1.6046401809579	-2.70979474951601	-6.57875258729998	3.52126249849395e-05	0.00982514300594214	2.67705866315597	"chr21"	38630234	"+"	"I"	"Island"	"DSCR3"	"NM_006052"	"Body"	""
"cg11287077"	-0.840430284464947	0.404945951376455	-7.34394054611546	1.26535778152229e-05	0.00548971167223272	3.64013201955855	"chr5"	158590712	"-"	"II"	"OpenSea"	"RNF145"	"NM_144726"	"Body"	""
"cg11287451"	-0.553692490282558	1.5493379949328	-5.02517506724484	0.000357929216186671	0.0326453172000652	0.444433528994277	"chr5"	67193802	"-"	"II"	"OpenSea"	""	""	""	""
"cg11288641"	-0.523207912674728	-2.59843363957901	-4.93931439854384	0.000410907573009883	0.0348022049923263	0.310066418732628	"chr21"	42688618	"+"	"I"	"N_Shore"	"FAM3B"	"NM_058186;NM_206964"	"TSS200"	""
"cg11290149"	0.638390657927711	-3.05888460550571	5.59872017612408	0.000146203628253014	0.0210046688935228	1.31282917891834	"chr5"	6408492	"-"	"II"	"OpenSea"	""	""	""	""
"cg11291379"	-0.80437566660866	2.13316231452457	-5.06618823483162	0.00033521316737654	0.031659865093836	0.508222661710453	"chrX"	7003922	"-"	"II"	"OpenSea"	"HDHD1"	"NM_001135565;NM_001178136;NM_012080;NM_001178135"	"Body"	""
"cg11291889"	-0.543718754289526	1.22332752581186	-4.98538964103211	0.000381521503095649	0.0336147573814563	0.382309916932367	"chr13"	81229444	"+"	"II"	"Island"	""	""	""	"Unclassified_Cell_type_specific"
"cg11295801"	0.594455713790379	-4.24924134001301	4.6100505734353	0.000704300700520243	0.0448946126220003	-0.215305989843233	"chr6"	150039190	"+"	"I"	"Island"	"LATS1"	"NM_004690;NM_004690"	"5'UTR"	"Promoter_Associated"
"cg11296498"	0.507888942878238	1.85273790214168	4.49660787273453	0.000850883969857999	0.0490263491409393	-0.399882581097815	"chr20"	61447036	"+"	"I"	"N_Shore"	"COL9A3"	"NM_001853"	"TSS1500"	""
"cg11302936"	0.519981219634682	-1.07336699295636	4.49967794094398	0.000846522197759764	0.0489013822039667	-0.39486432358218	"chr11"	130778731	"-"	"II"	"OpenSea"	"SNX19"	"NM_001301089;NM_014758"	"Body"	""
"cg11303634"	-1.40323984564749	0.242848634175146	-9.74146873914852	7.83296044553037e-07	0.000980234353827036	6.14988226006106	"chr2"	191980337	"-"	"II"	"OpenSea"	"STAT4"	"NM_001243835;NM_003151"	"Body"	""
"cg11304240"	0.66265781846437	1.74580394923498	5.45032129257968	0.000183495937619806	0.0234815410398842	1.09307337170814	"chr12"	105150870	"+"	"II"	"Island"	"CHST11"	"NM_018413"	"Body"	""
"cg11305538"	-0.685429986409947	0.92829259585222	-4.62970954985132	0.000681718174096679	0.0443228428029139	-0.183500826873876	"chr11"	100612401	"-"	"II"	"OpenSea"	"ARHGAP42"	"NM_152432"	"Body"	""
"cg11306119"	0.640631359341007	2.71126875383527	5.02363139188291	0.000358815302247099	0.0326816339538698	0.442027604371496	"chr19"	5248147	"+"	"II"	"N_Shelf"	"PTPRS"	"NM_130855;NM_002850;NM_130854;NM_130853"	"Body"	""
"cg11307865"	0.832596787267852	-0.792848328318795	6.82467527790016	2.51385147949219e-05	0.00814161172814876	2.99605894088821	"chr12"	27587175	"+"	"II"	"OpenSea"	""	""	""	""
"cg11311958"	0.627171212820286	-2.56795842002785	5.03114136841602	0.000354526137547261	0.0324893814658334	0.453729019311432	"chr5"	75595444	"+"	"II"	"OpenSea"	"SV2C"	"NM_014979;NM_001297716"	"Body"	""
"cg11312554"	-0.533042196194269	1.93521175437901	-4.58115777025838	0.000738924844180494	0.0459891102117987	-0.262147860433852	"chr6"	31832650	"-"	"II"	"S_Shore"	"SLC44A4"	"NM_025257"	"Body"	""
"cg11319586"	0.822107455076071	-2.54217443272807	4.48177410540578	0.0008722929606558	0.0495500564111392	-0.424147348586249	"chr10"	62255296	"+"	"II"	"OpenSea"	"ANK3"	"NM_001204404;NM_001204403"	"Body"	""
"cg11321893"	0.654209297385989	-3.73266674213388	5.86335827282232	9.82531050970671e-05	0.0170676380735038	1.69608331737679	"chr22"	32931606	"-"	"II"	"OpenSea"	"SYN3"	"NM_003490;NM_001135774;NM_133633"	"Body"	""
"cg11324309"	0.734277249576234	2.77795485795991	5.6645387083919	0.000132320937292532	0.0199093883934258	1.40918339445835	"chr3"	98833766	"-"	"II"	"OpenSea"	""	""	""	"Unclassified_Cell_type_specific"
"cg11325247"	-0.647696078732413	-0.676570962596812	-5.04643982929133	0.000345955189002848	0.0321399729750752	0.477539279171276	"chr4"	120612184	"+"	"II"	"OpenSea"	""	""	""	""
"cg11326968"	0.636224483912313	-4.12240883991403	5.27186433068	0.000242143723266201	0.0270624516184599	0.82422253066999	"chr10"	61122363	"+"	"I"	"Island"	"FAM13C"	"NM_001166698;NM_001001971;NM_001143773;NM_001143773;NM_198215"	"TSS200"	""
"cg11327657"	-1.2570821218772	-1.57108580225377	-9.19327278076032	1.40714014555728e-06	0.00140184391646104	5.63710432471038	"chr21"	46388162	"+"	"I"	"S_Shore"	"C21orf70"	"NM_058190"	"Body"	""
"cg11328420"	0.540450420464013	-3.24214064823496	4.75770549885395	0.000552095746283697	0.0400933193920211	0.0222377341809166	"chr2"	227700649	"+"	"I"	"Island"	"RHBDD1"	"NM_001167608;NM_032276"	"TSS200"	"Promoter_Associated"
"cg11328898"	0.854651282767942	-2.64641422271251	4.73456785829634	0.000573454485054681	0.0408095541548451	-0.0147796264122393	"chr11"	131758858	"-"	"I"	"OpenSea"	"NTM"	"NM_001048209"	"Body"	""
"cg11333576"	-0.504813684575249	-2.18471751931058	-4.67533881324657	0.000632182332799971	0.042685166330063	-0.109889337243196	"chr19"	424281	"+"	"II"	"S_Shore"	"SHC2"	"NM_012435"	"Body"	""
"cg11337804"	-0.512959971150931	0.74656986277734	-5.02106084974371	0.000360295959213407	0.0327612834593572	0.438020434377846	"chr14"	68872893	"-"	"II"	"OpenSea"	"RAD51B"	"NM_133510;NM_002877;NM_133509"	"Body"	""
"cg11338087"	-0.679725136727907	-1.05990012170467	-5.18513994127916	0.000277532711458214	0.0289479695625116	0.691775888320689	"chr1"	88601350	"-"	"II"	"OpenSea"	""	""	""	""
"cg11339388"	-0.577957080021862	-1.19497840981151	-5.07305280918435	0.000331562149370546	0.0315193058552728	0.518874316761559	"chr3"	149812648	"-"	"II"	"OpenSea"	""	""	""	""
"cg11341159"	-0.779944759012365	-2.16265727070798	-7.09069661180763	1.76114571291146e-05	0.00668240814288314	3.33094320391055	"chr7"	29344279	"+"	"II"	"OpenSea"	"CHN2"	"NM_001293069;NM_001293071;NM_004067;NM_001293070;NM_001293072"	"Body"	""
"cg11345132"	0.541937523245335	-1.91082771171263	4.62556714185071	0.000686412623227664	0.0444517072509194	-0.190198097276973	"chr1"	98797055	"-"	"II"	"OpenSea"	""	""	""	""
"cg11348485"	0.634684484713246	-0.974964789973541	5.75771908911914	0.000115010812648983	0.0185225777642305	1.54442245256796	"chr19"	13771062	"+"	"II"	"OpenSea"	""	""	""	""
"cg11349991"	-0.660741863027488	2.71372460000872	-5.40131011857275	0.000197929515148263	0.0243674885139791	1.01973363545856	"chr10"	104220531	"+"	"II"	"N_Shore"	"TMEM180"	"NM_024789"	"TSS1500"	"Promoter_Associated"
"cg11350356"	-0.769092455142316	2.13610395609306	-6.78495418850262	2.65307538978246e-05	0.00840366974737274	2.94515246105574	"chr6"	156209775	"-"	"II"	"OpenSea"	""	""	""	""
"cg11353850"	-0.715020930797326	-2.20236836011916	-4.89566245962725	0.000440954203267857	0.0361453211706195	0.241328874116539	"chrX"	37094602	"-"	"II"	"OpenSea"	""	""	""	""
"cg11354101"	-1.10893387541238	-1.51799778603829	-9.3231696889214	1.22176660903479e-06	0.00129946881368211	5.76161005889591	"chr17"	25798880	"+"	"II"	"OpenSea"	"KSR1"	"NM_014238"	"TSS200"	"Unclassified"
"cg11355730"	-0.58697483587841	-1.78064783003805	-5.49613381709883	0.00017101021565939	0.022691142675739	1.16128507149058	"chrX"	37171295	"-"	"II"	"OpenSea"	""	""	""	""
"cg11361714"	0.519476144074466	0.905762302779979	4.59134630549386	0.000726515827586287	0.0455417481949991	-0.245616665783688	"chr13"	100105566	"-"	"II"	"OpenSea"	""	""	""	""
"cg11361904"	0.614485479498339	-3.04076820441147	4.96522121006546	0.000394102286759056	0.0341202695971184	0.350726219462197	"chr14"	78922478	"-"	"II"	"OpenSea"	"NRXN3"	"NM_004796;NR_073547"	"5'UTR"	""
"cg11362988"	0.675934822205744	-2.99783799539515	4.4747663100503	0.00088260248380897	0.0498761678457467	-0.435620816488443	"chr7"	1706883	"+"	"II"	"Island"	""	""	""	""
"cg11364889"	1.18917904345502	0.678200489114462	10.0687522325034	5.59066009770964e-07	0.000784809785433889	6.44070434050697	"chr1"	56883790	"-"	"II"	"OpenSea"	""	""	""	""
"cg11365244"	0.60648825990698	2.06786440076073	4.89766724822966	0.000439524745454429	0.036111311326465	0.244491991680851	"chr2"	46006347	"+"	"II"	"OpenSea"	"PRKCE"	"NM_005400"	"Body"	"Unclassified"
"cg11367652"	-1.6858983852805	-2.53955293399021	-12.4688974190867	6.0283985817973e-08	0.000202785363875635	8.27014500946747	"chr10"	129862269	"-"	"II"	"OpenSea"	"PTPRE"	"NM_006504;NM_130435"	"Body"	""
"cg11368628"	1.22444063342201	-1.79606749319579	10.2517810141438	4.64770206623917e-07	0.000700177935687316	6.59857996984855	"chr11"	1856183	"+"	"II"	"OpenSea"	"SYT8"	"NM_138567"	"Body"	""
"cg11368821"	-0.548730807910984	0.426773576111877	-4.4900827532643	0.000860232829049562	0.0492630274809612	-0.41055259404967	"chrX"	32952066	"+"	"II"	"OpenSea"	"DMD"	"NM_004010;NM_004009;NM_004006;NM_000109"	"5'UTR"	""
"cg11370340"	0.573164188339939	-1.90837791341015	4.47211110520297	0.000886541941844425	0.0499465339472839	-0.439969748803053	"chr5"	180212257	"-"	"II"	"OpenSea"	""	""	""	""
"cg11373428"	-0.860882463122118	0.290980446466279	-7.23584198024609	1.45574987830157e-05	0.0059575719806595	3.50928447024319	"chr2"	28496822	"+"	"II"	"OpenSea"	"BRE"	"NM_199193;NM_199192;NM_004899;NM_199194;NM_199191;NM_001261840"	"Body"	""
"cg11374227"	-0.603252857188594	-1.08408309989419	-4.60447070032671	0.000710852371976858	0.045082325205476	-0.224343197440964	"chr8"	1010092	"-"	"II"	"OpenSea"	""	""	""	""
"cg11374933"	-0.565966173092901	0.98080864210212	-5.08462594424417	0.000325501526786444	0.0312399458116118	0.536815874021449	"chr8"	9766172	"+"	"II"	"S_Shore"	""	""	""	""
"cg11375831"	0.783751610438327	0.0812579320273607	7.35840541933157	1.24197874203406e-05	0.00544062818406961	3.65751429746995	"chr3"	167193257	"-"	"II"	"OpenSea"	"SERPINI2"	"NM_006217"	"TSS1500"	""
"cg11375865"	0.501000159317899	1.17227401105916	4.6427465907588	0.000667162367969902	0.0439020862903673	-0.162438819962402	"chr5"	94124352	"-"	"II"	"OpenSea"	"MCTP1"	"NM_001002796;NM_001297777;NM_024717"	"Body"	""
"cg11376305"	-0.532659340956934	1.92695705842993	-5.36289187056097	0.000210082883995201	0.0251092747098579	0.961981413886974	"chr19"	49127510	"+"	"I"	"Island"	"SPHK2"	"NM_020126"	"Body"	"Promoter_Associated"
"cg11377569"	0.580257169907203	2.55727077739089	5.10443758969736	0.000315396423181966	0.0307309558186573	0.567481831679144	"chr1"	22799114	"+"	"II"	"OpenSea"	"ZBTB40"	"NM_014870;NM_001083621"	"5'UTR"	""
"cg11378135"	-0.813221703859291	-1.32565761606208	-6.56262933614546	3.60091978927351e-05	0.00995789629721091	2.65582361710544	"chr12"	76547651	"-"	"II"	"OpenSea"	""	""	""	""
"cg11379835"	-0.606651372118904	-1.97186858933376	-5.0046753294444	0.000369886926903666	0.0330843197047699	0.412453803276845	"chr2"	6533293	"-"	"II"	"OpenSea"	""	""	""	""
"cg11380881"	-0.8081422328488	2.90257992256237	-5.41698771044967	0.000193185971672427	0.0241064413418209	1.0432344467923	"chr2"	2829731	"-"	"I"	"OpenSea"	""	""	""	""
"cg11383918"	0.570438432047628	-2.19750346770885	5.17017567884254	0.000284173105487503	0.0292711613053463	0.668804411253167	"chr1"	22562922	"-"	"II"	"OpenSea"	""	""	""	""
"cg11385008"	0.691445202796388	1.36803673931588	6.17963441179841	6.18874199341667e-05	0.0132893206610211	2.13962358043166	"chr2"	11621166	"+"	"II"	"N_Shore"	""	""	""	""
"cg11385162"	0.559577228943088	1.64783630615004	5.61822221108637	0.000141935800936673	0.0206798081880242	1.3414503125655	"chr1"	205335067	"-"	"II"	"OpenSea"	""	""	""	""
"cg11385938"	-0.527291960115956	-2.10934860983015	-4.75872962362165	0.000551169905562261	0.0400583968689335	0.0238744173748033	"chr7"	6432590	"-"	"I"	"OpenSea"	"RAC1"	"NM_018890;NM_006908"	"Body"	""
"cg11387901"	0.704397395964909	-3.42063803518544	6.5657966744615	3.58512086031282e-05	0.00993326599455587	2.65999827887286	"chr10"	6793503	"+"	"II"	"OpenSea"	""	""	""	""
"cg11390960"	0.81975803358974	-2.44879492291949	7.10295186193629	1.73287930294898e-05	0.0066359634697249	3.34611971089046	"chrX"	43517029	"+"	"II"	"S_Shore"	"MAOA"	"NM_000240"	"Body"	""
"cg11391771"	0.569246085238959	-0.762543194304456	5.05743302387129	0.000339931419817201	0.0318921467345978	0.494626900047771	"chr19"	830311	"-"	"II"	"OpenSea"	"AZU1"	"NM_001700"	"Body"	""
"cg11393318"	-0.572395058092914	-0.839080000298443	-5.50938385846489	0.000167569356215536	0.0224549878877019	1.18095184550101	"chr5"	179518200	"+"	"II"	"S_Shore"	""	""	""	""
"cg11394276"	1.68429396749837	-1.28452347146837	13.1157340608412	3.52511985172624e-08	0.000142443339473962	8.68453272265324	"chr10"	113911441	"-"	"II"	"OpenSea"	"GPAM"	"NM_020918"	"3'UTR"	""
"cg11395867"	0.549170044039642	1.56716762215659	5.1304847384834	0.000302612158400287	0.0301060099750758	0.60770799188237	"chr8"	74271141	"-"	"II"	"OpenSea"	""	""	""	""
"cg11396382"	0.934374790325875	-0.281913732660329	8.09032357817491	4.98983041404693e-06	0.00307816751152265	4.49920221826241	"chr5"	156485931	"+"	"II"	"OpenSea"	"HAVCR1"	"NM_001308156;NM_001173393;NM_012206;NM_001308156;NM_001173393"	"5'UTR"	""
"cg11399136"	-0.564488709234953	-0.697817039101592	-4.81321885961444	0.000504190100250405	0.0384199698589913	0.11073519951597	"chr16"	17510922	"+"	"II"	"OpenSea"	"XYLT1"	"NM_022166"	"Body"	"Promoter_Associated"
"cg11400153"	-0.540070583123499	-1.17333040312715	-4.66133619756516	0.000646968856022675	0.0432440902289917	-0.132447786029471	"chr4"	154407748	"-"	"II"	"OpenSea"	"KIAA0922"	"NM_001131007;NM_015196"	"Body"	""
"cg11400401"	-0.745731450530169	-3.04026265622855	-5.77420308557111	0.000112207546355942	0.0183109205855846	1.56820386829221	"chr6"	28762552	"+"	"I"	"OpenSea"	""	""	""	""
"cg11401257"	0.582522394700978	-2.37838166555197	4.9721622180853	0.000389723932942035	0.0339452336579837	0.361602735304083	"chr1"	226926945	"+"	"I"	"S_Shore"	"ITPKB"	"NM_002221"	"TSS200"	"Promoter_Associated"
"cg11403739"	-0.580930614675107	2.64180242850562	-5.6341076190218	0.00013855716315498	0.0204350834523148	1.36471928094085	"chr15"	22923741	"-"	"II"	"OpenSea"	"CYFIP1"	"NM_014608"	"5'UTR"	""
"cg11404464"	0.612506818876844	-2.36950581532541	5.59446803722099	0.000147152123479796	0.0210595755152374	1.3065807728894	"chr3"	129267034	"+"	"II"	"OpenSea"	"H1FOO"	"NM_001308262;NM_153833"	"TSS200"	""
