	HGNC	MDAMB231_G4_vs_NoGuide:logFC	MDAMB231_G4_vs_NoGuide:adj.P.Val	MDAMB231_GAll_vs_NoGuide:logFC	MDAMB231_GAll_vs_NoGuide:adj.P.Val	SUM159_G4_vs_NoGuide:logFC	SUM159_G4_vs_NoGuide:adj.P.Val	SUM159_GAll_vs_NoGuide:logFC	SUM159_GAll_vs_NoGuide:adj.P.Val
ENSG00000166510	CCDC68	0.222481077728412	1.0	0.822326748079316	1.0	0.359629169231565	1.0	0.401497164062636	1.0
ENSG00000166526	ZNF3	-0.557986825928577	1.0	-0.433175550133125	1.0	-0.191152975402372	1.0	-0.124178547075759	1.0
ENSG00000166529	ZSCAN21	-0.888806013861975	1.0	0.111942837578048	1.0	-0.188562037282887	1.0	-0.316835532336826	1.0
ENSG00000166532	RIMKLB	0.0784389393208	1.0	0.278213338178196	1.0	-0.116943243146176	1.0	-0.200376702004395	1.0
ENSG00000166548	TK2	-1.18892774441069	1.0	-0.35414507322911	1.0	0.0481188647012925	1.0	-0.12193120920033	1.0
ENSG00000166557	TMED3	0.0542424943074149	1.0	0.173717815765641	1.0	0.106495820635744	1.0	0.0864389312621814	1.0
ENSG00000166562	SEC11C	0.137524620870948	1.0	0.897402102743253	1.0	0.0385061595370928	1.0	0.0965039660805234	1.0
ENSG00000166575	TMEM135	-0.48992550860683	1.0	-0.985701758526826	1.0	-0.318210842780031	1.0	-0.219035529588618	1.0
ENSG00000166578	IQCD	-1.49875585528098	0.158712703212496	-1.26946658055591	1.0	0.192870188924668	1.0	0.182431048040892	1.0
ENSG00000166579	NDEL1	-0.198551577202723	1.0	0.542439050527157	1.0	-0.200875934344346	1.0	-0.0637558061382242	1.0
ENSG00000166582	CENPV	1.06657931927721	1.0	0.0599309106025907	1.0	0.160402096867341	1.0	-0.0133592706728956	1.0
ENSG00000166595	CIAO2B	-0.162497389104622	1.0	0.416183664603935	1.0	0.202961197259067	1.0	0.147584910484353	1.0
ENSG00000166598	HSP90B1	-0.327417056983821	1.0	0.325394880235796	1.0	0.0558998300671387	1.0	0.108644553479493	1.0
ENSG00000166619	BLCAP	0.298256209737728	1.0	0.26866506219997	1.0	0.0616542913409335	1.0	0.136911226532973	1.0
ENSG00000166669	ATF7IP2	0.0857777657110068	1.0	-0.134335819751548	1.0	0.22045515467869	1.0	0.0589588690495137	1.0
ENSG00000166681	BEX3	-0.400675646510543	1.0	-0.696059899685876	1.0	-0.758567066687184	1.0	-1.14312255305846	1.0
ENSG00000166685	COG1	-0.332034608096274	1.0	0.656309971261303	1.0	0.238915314499124	1.0	0.294975245417456	1.0
ENSG00000166689	PLEKHA7	1.11184189747554	1.0	0.214681859877573	1.0	0.344396450710609	1.0	-0.0149506927646805	1.0
ENSG00000166710	B2M	-0.438055927743056	1.0	-0.178984765581417	1.0	-0.100063511991218	1.0	-0.179469602291139	1.0
ENSG00000166716	ZNF592	-0.544440426786516	1.0	0.780256648936716	1.0	-0.453653915551666	1.0	-0.69340640666671	1.0
ENSG00000166734	GOLM2	-0.192788840266861	1.0	-0.195261637537553	1.0	-0.292697818971144	1.0	-0.384979102062596	1.0
ENSG00000166741	NNMT	-1.59666493507792	0.0001129749186011	-1.18568039301298	1.0	0.0747803289713955	1.0	0.0412437066420859	1.0
ENSG00000166747	AP1G1	-0.0216286314443206	1.0	0.0988760912783144	1.0	-0.0897321521392849	1.0	0.210393286459404	1.0
ENSG00000166750	SLFN5	-2.06376419666044	4.05755148221145e-11	0.0914966851493562	1.0	0.0716434925595344	1.0	0.0869910625087265	1.0
ENSG00000166780	BMERB1	-1.97488380371506	2.87801655347644e-05	-1.38582239861196	0.374801618786057	0.369058431867512	1.0	-0.492464892790448	1.0
ENSG00000166783	MARF1	-1.16320405135668	1.0	-1.08904091905534	1.0	0.310048263219677	1.0	0.216395915870006	1.0
ENSG00000166788	SAAL1	0.0180872482573928	1.0	-0.0372200805191687	1.0	-0.103318427683656	1.0	0.0180669345107543	1.0
ENSG00000166794	PPIB	0.0083326754143122	1.0	0.533548003478909	1.0	0.208231297880017	1.0	0.270707329811126	1.0
ENSG00000166797	CIAO2A	0.231007720667864	1.0	-0.105393516964582	1.0	-0.0311015961779209	1.0	-0.0469556198310945	1.0
ENSG00000166801	FAM111A	0.629632840070212	1.0	-0.488245059373671	1.0	-0.2550658401959	1.0	-0.274197320194597	1.0
ENSG00000166803	PCLAF	0.918799150812045	1.0	-0.770911665053685	1.0	0.163502549408578	1.0	0.0697576352848364	1.0
ENSG00000166813	KIF7	-0.480582239794193	1.0	-0.0893790755413844	1.0	0.127682385876567	1.0	0.234826254387444	1.0
ENSG00000166821	PEX11A	-0.0956238440417652	1.0	-0.125851362883731	1.0	-0.0569564860128269	1.0	-0.22651495083379	1.0
ENSG00000166822	TMEM170A	0.103109701976435	1.0	0.54379229867348	1.0	0.0743037482296813	1.0	0.294612575574593	1.0
ENSG00000166833	NAV2	-0.345588987102393	1.0	0.0809680796023189	1.0	-0.178900397065826	1.0	0.0891781093777215	1.0
ENSG00000166839	ANKDD1A	-1.25890926599422	1.0	-0.784400611000621	1.0	-1.47547659656193	1.0	-1.22089767740571	1.0
ENSG00000166845	C18orf54	-0.257868061725516	1.0	-0.109700440775953	1.0	0.0613605901405903	1.0	0.200739160180085	1.0
ENSG00000166847	DCTN5	0.492282529688798	1.0	0.358937330009564	1.0	0.108861576868097	1.0	0.194050364829472	1.0
ENSG00000166848	TERF2IP	-0.708910557121023	1.0	0.163665154857339	1.0	0.106238887473063	1.0	-0.0299657698529643	1.0
ENSG00000166851	PLK1	1.17908331355604	0.163982420574909	-0.423690407586837	1.0	0.275615547830114	1.0	0.139843119225825	1.0
ENSG00000166855	CLPX	-0.123588680326217	1.0	0.129795203290554	1.0	0.0537519768726185	1.0	-0.176769016850518	1.0
ENSG00000166860	ZBTB39	0.214421014471073	1.0	0.263982894622945	1.0	-0.11686154228566	1.0	-0.0546641963972059	1.0
ENSG00000166881	NEMP1	0.444567251813739	1.0	0.0774218715743569	1.0	0.224106118328341	1.0	0.197308184922373	1.0
ENSG00000166886	NAB2	-0.560470457419078	1.0	0.108327654831975	1.0	0.157982958854284	1.0	0.14618550880477	1.0
ENSG00000166887	VPS39	-1.05240944326989	1.0	-0.196295645477148	1.0	-0.123796459761689	1.0	-0.076169047079059	1.0
ENSG00000166888	STAT6	-0.204808305214015	1.0	-0.061127466095054	1.0	0.109444539961915	1.0	-0.099020434457346	1.0
ENSG00000166889	PATL1	0.24017150630648	1.0	-0.0307037316981571	1.0	-0.099157537433201	1.0	-0.227374182485418	1.0
ENSG00000166896	ATP23	-0.0115090115947121	1.0	-0.481832994414261	1.0	-0.264927404518882	1.0	-0.0206505963702814	1.0
ENSG00000166897	ELFN2	-1.32560986265827	0.205845488730625	-0.635322639436992	1.0	0.0789669424085977	1.0	0.036724528323349	1.0
ENSG00000166900	STX3	1.31610048488201	0.0229104791796024	1.33638883091474	0.0550929067100298	0.516483723427806	1.0	0.264454088091034	1.0
ENSG00000166902	MRPL16	0.484613849569319	1.0	-0.273159638458439	1.0	0.0909773037521644	1.0	0.033897594846465	1.0
ENSG00000166908	PIP4K2C	0.97494096521521	1.0	1.19109903415959	1.0	-0.0896735022867432	1.0	-0.160462896637401	1.0
ENSG00000166912	MTMR10	-0.226708036675227	1.0	0.325323129535962	1.0	-0.0762846644184805	1.0	-0.167567893569688	1.0
ENSG00000166913	YWHAB	0.370787533969599	1.0	0.212783238847067	1.0	-0.124749041437004	1.0	-0.0227937664926401	1.0
ENSG00000166925	TSC22D4	0.0530605865293872	1.0	-0.0166896435276076	1.0	0.150607054644762	1.0	0.0759921607993217	1.0
ENSG00000166938	DIS3L	0.292919367174965	1.0	-0.103885384087869	1.0	-0.251073747564111	1.0	-0.662613116931539	1.0
ENSG00000166946	CCNDBP1	-0.998027200106876	1.0	-0.0422542631449989	1.0	0.180761663215869	1.0	0.116897541535856	1.0
ENSG00000166949	SMAD3	-0.185903198261394	1.0	-0.0346163891054196	1.0	0.25163052923931	1.0	0.319237696263619	1.0
ENSG00000166965	RCCD1	0.0851507600682613	1.0	-0.176274950921866	1.0	-0.437460716351906	1.0	-0.0829667505758108	1.0
ENSG00000166971	AKTIP	-0.225961150594527	1.0	0.122001745209109	1.0	0.109301100256631	1.0	-0.0701247523378212	1.0
ENSG00000166974	MAPRE2	0.409656305809745	1.0	0.688792546050124	1.0	0.169271038512544	1.0	0.0778230827383926	1.0
ENSG00000166979	EVA1C	0.497243618050673	1.0	0.114100202604674	1.0	0.233526874193468	1.0	-0.152674795659149	1.0
ENSG00000166986	MARS1	-0.870615466005203	1.0	-0.0274967927148122	1.0	0.174308172600389	1.0	0.122328983342824	1.0
ENSG00000166987	MBD6	-0.488382869987695	1.0	-0.0920162221121252	1.0	0.2465725715865	1.0	0.0521750280827247	1.0
ENSG00000166997	CNPY4	0.27545464578848	1.0	-0.50174017975402	1.0	-0.678103404910736	1.0	-0.687770311293797	1.0
ENSG00000167004	PDIA3	0.163639248104115	1.0	0.326827194330949	1.0	0.0348787109774484	1.0	0.0693602258310904	1.0
ENSG00000167005	NUDT21	0.386084101510526	1.0	-0.214885677181206	1.0	0.105127606850429	1.0	0.140531859019092	1.0
ENSG00000167034	NKX3-1	0.345189405822374	1.0	0.560810706451415	1.0	0.572519793120255	1.0	0.516917851508067	1.0
ENSG00000167065	DUSP18	-0.644960480583572	1.0	0.0196632294897801	1.0	-0.122996776847765	1.0	-0.240092187342407	1.0
ENSG00000167074	TEF	-1.55769694122695	0.417127577487633	-0.157955288992539	1.0	-0.245586223063083	1.0	-0.187171962659786	1.0
ENSG00000167080	B4GALNT2	-1.2917778965302	1.0	-0.546476415279393	1.0	0.2833787155061	1.0	0.731787844034544	1.0
ENSG00000167081	PBX3	0.503248306005713	1.0	0.549875317233977	1.0	0.173419274828485	1.0	0.16191171294069	1.0
ENSG00000167085	PHB	0.878757898997509	1.0	-0.0845552689611591	1.0	-0.0606467705340776	1.0	0.008416515619591	1.0
ENSG00000167088	SNRPD1	0.46358821186435	1.0	0.247680624284447	1.0	0.113071940552836	1.0	0.174477553302136	1.0
ENSG00000167105	TMEM92	0.599295174080652	1.0	0.56957185902365	1.0	0.668158956398405	1.0	0.923581299138058	1.0
ENSG00000167106	FAM102A	0.505631668920265	1.0	0.190362044891406	1.0	-0.407888366381441	1.0	-0.647031376992266	1.0
ENSG00000167107	ACSF2	-1.57823923087916	0.0618194129176675	-0.684845304808563	1.0	0.130118479220012	1.0	-0.463522136914724	1.0
ENSG00000167110	GOLGA2	-0.653754658421104	1.0	0.397769469004814	1.0	0.0220726107923097	1.0	0.0273448908457219	1.0
ENSG00000167112	TRUB2	0.621565264474425	1.0	-0.39679990435793	1.0	0.162636045318819	1.0	0.0450105043637832	1.0
ENSG00000167113	COQ4	0.389277396539915	1.0	-0.248007481070486	1.0	0.110538018510621	1.0	0.190029483375901	1.0
ENSG00000167114	SLC27A4	0.678450836868836	1.0	0.60780363674661	1.0	0.142624621921103	1.0	-0.040334880659386	1.0
ENSG00000167118	URM1	0.377618481441916	1.0	-0.332395219454961	1.0	0.0381178941008304	1.0	-0.0084350862470392	1.0
ENSG00000167123	CERCAM	-0.702357167023541	1.0	0.0988937690696678	1.0	0.0907619263550465	1.0	-0.0331868403344204	1.0
ENSG00000167130	DOLPP1	-0.0224152749202684	1.0	-0.0988543258180563	1.0	-0.173697359005898	1.0	-0.376924427570159	1.0
ENSG00000167136	ENDOG	1.65259192157302	0.216467551646267	-0.665608096928283	1.0	0.138428945582358	1.0	0.169166753098247	1.0
ENSG00000167173	C15orf39	0.204090241604516	1.0	0.326867959352097	1.0	-0.152154813543998	1.0	0.0997679892148424	1.0
ENSG00000167182	SP2	0.0108719041325953	1.0	-0.163920904751687	1.0	-0.0418044522127614	1.0	-0.0972293662108674	1.0
ENSG00000167186	COQ7	-0.527899775872959	1.0	-0.442255380084552	1.0	0.0170523293248577	1.0	-0.132845324873485	1.0
ENSG00000167191	GPRC5B	0.256090942962256	1.0	0.381353114677323	1.0	-1.50107441562293	1.0	-1.49222117558447	1.0
ENSG00000167193	CRK	0.328042326454574	1.0	0.125077923698426	1.0	0.0239866002058848	1.0	0.0192792271406299	1.0
ENSG00000167196	FBXO22	0.492454497286747	1.0	0.0999637333299752	1.0	0.111762576283885	1.0	0.166739210134511	1.0
ENSG00000167202	TBC1D2B	0.908464127490507	1.0	0.275893893289838	1.0	-0.155855862549071	1.0	-0.295319289274484	1.0
ENSG00000167220	HDHD2	-0.504635805477204	1.0	-0.199631538031254	1.0	-0.110579019505345	1.0	-0.140434645009339	1.0
ENSG00000167232	ZNF91	-1.00428057677484	1.0	-0.433470533721399	1.0	0.0586976952314338	1.0	-0.431010042963803	1.0
ENSG00000167257	RNF214	-0.426151939524633	1.0	-0.318767329534308	1.0	0.02185501707641	1.0	-0.177285201502935	1.0
ENSG00000167258	CDK12	0.292233013216395	1.0	-0.151658952804925	1.0	-0.0040404870260379	1.0	0.076327231655906	1.0
ENSG00000167264	DUS2	0.314289835485354	1.0	0.0023942882774465	1.0	0.21632170654681	1.0	0.362757476412181	1.0
ENSG00000167272	POP5	1.0168965147856	1.0	-0.376764625665313	1.0	-0.0487670396994559	1.0	0.207437336202867	1.0
ENSG00000167280	ENGASE	-0.0063694185129956	1.0	-0.99224080564201	1.0	0.157181956674157	1.0	0.136082659912333	1.0
ENSG00000167283	ATP5MG	0.587747278310892	1.0	-0.0195257854133395	1.0	0.155751687313822	1.0	0.24084854475945	1.0
ENSG00000167291	TBC1D16	-0.411855530734555	1.0	-0.0056614384786595	1.0	-0.182531575993993	1.0	0.0010957320790794	1.0
ENSG00000167302	TEPSIN	0.314041312349879	1.0	-0.186024307479301	1.0	-0.177073227138485	1.0	-0.320557211858081	1.0
ENSG00000167306	MYO5B	-0.0904777789964104	1.0	0.667625362937081	1.0	1.33205622655985	1.0	1.56874299054015	1.0
ENSG00000167315	ACAA2	0.124374194971827	1.0	-0.47261382564735	1.0	0.356757025754252	1.0	0.277603226047017	1.0
ENSG00000167323	STIM1	-0.130998640870163	1.0	-0.0107512715132563	1.0	0.0980884088151646	1.0	0.0706110109126943	1.0
ENSG00000167325	RRM1	0.577551807087495	1.0	-0.434969994975787	1.0	0.147238909575614	1.0	0.100641081760635	1.0
ENSG00000167333	TRIM68	-0.485068495496898	1.0	-0.506008077410178	1.0	-0.719225316448509	1.0	-0.601391693880649	1.0
ENSG00000167363	FN3K	-0.619077702206406	1.0	-0.532292741933244	1.0	-0.726986120909164	1.0	-0.329796732610005	1.0
ENSG00000167377	ZNF23	-0.633054343988348	1.0	-0.233261626246976	1.0	-0.103698544184637	1.0	-0.0277810377508541	1.0
ENSG00000167378	IRGQ	0.419248888551868	1.0	-0.288220691645329	1.0	-0.138105234652569	1.0	-0.099037169000753	1.0
ENSG00000167380	ZNF226	-0.698142091112	1.0	-0.227446615700165	1.0	-0.0147311406260462	1.0	0.080615008578492	1.0
ENSG00000167384	ZNF180	0.111946638884338	1.0	-0.594063929907935	1.0	-0.0526802274096818	1.0	-0.24800027077112	1.0
ENSG00000167393	PPP2R3B	0.265203234995415	1.0	0.00251600897579	1.0	-0.0874107864143538	1.0	0.0837302750366178	1.0
ENSG00000167394	ZNF668	0.451912176127121	1.0	0.41145400989065	1.0	0.252491911037322	1.0	0.422900761324442	1.0
ENSG00000167395	ZNF646	0.125077346286966	1.0	0.123227218433218	1.0	0.290583426160537	1.0	0.033126104456926	1.0
ENSG00000167397	VKORC1	0.340611750804988	1.0	-0.100727313853145	1.0	0.237968661855747	1.0	0.163512476737936	1.0
ENSG00000167447	SMG8	0.0911402599041615	1.0	-0.0746177870364777	1.0	-0.268689945095069	1.0	-0.0619634032779981	1.0
ENSG00000167460	TPM4	0.529786045758737	1.0	0.296372156332009	1.0	0.0140950178296357	1.0	-0.116913360247084	1.0
ENSG00000167461	RAB8A	0.396536755998166	1.0	0.210398678341336	1.0	-0.0897895184295265	1.0	-0.233912393665496	1.0
ENSG00000167468	GPX4	-0.493913035258466	1.0	-0.194850869594133	1.0	-0.084953688718012	1.0	0.0012449009931598	1.0
ENSG00000167470	MIDN	-0.118693944628354	1.0	0.166187319619072	1.0	0.398555133839779	1.0	0.447141856608114	1.0
ENSG00000167487	KLHL26	0.485479574616157	1.0	0.0335414720590066	1.0	-0.451448590608037	1.0	-0.21289074078748	1.0
ENSG00000167491	GATAD2A	0.547598354009854	1.0	0.521302642201189	1.0	-0.0296790415733383	1.0	-0.0270104686733559	1.0
ENSG00000167508	MVD	0.580496655180493	1.0	-0.215816449720162	1.0	0.134146979016783	1.0	0.45445664635982	1.0
ENSG00000167513	CDT1	1.21574199405422	1.0	-0.581943925499997	1.0	0.295961323666099	1.0	0.211310580849474	1.0
ENSG00000167515	TRAPPC2L	0.229781431209958	1.0	0.0063144471869121	1.0	0.0663111592383778	1.0	0.141697229128836	1.0
ENSG00000167522	ANKRD11	-0.555472773220631	1.0	0.0912790607441982	1.0	-0.0510276331030504	1.0	0.0109687338820619	1.0
ENSG00000167523	SPATA33	0.978755709392975	1.0	0.050582104436895	1.0	0.230242456495457	1.0	-0.0280164440999644	1.0
ENSG00000167524	RSKR	-0.0841969965697243	1.0	-0.0274635182787193	1.0	-0.0664650881549829	1.0	0.255758805776245	1.0
ENSG00000167526	RPL13	-0.0843884163874407	1.0	-0.13393856811939	1.0	-0.0189831069617519	1.0	0.0429576363895787	1.0
ENSG00000167528	ZNF641	-0.923386696624185	1.0	0.86661398289122	1.0	-0.0166252306921715	1.0	0.363077276544123	1.0
ENSG00000167535	CACNB3	-0.630871086628102	1.0	-0.0561690763400553	1.0	-0.926877802425315	1.0	-0.721041819593894	1.0
ENSG00000167536	DHRS13	0.652655575654461	1.0	-0.0923977026154752	1.0	0.445129217504627	1.0	0.30850345554646	1.0
ENSG00000167543	TP53I13	0.0098382447567892	1.0	-0.117449496171378	1.0	0.337408501850889	1.0	0.114791023836116	1.0
ENSG00000167548	KMT2D	-0.506260267437137	1.0	0.265554591878103	1.0	-0.0212224422695932	1.0	0.110037009543999	1.0
ENSG00000167550	RHEBL1	-0.0615564564883635	1.0	-0.0477311910179605	1.0	0.291075558835665	1.0	0.194779664427245	1.0
ENSG00000167552	TUBA1A	-0.68155929443961	1.0	0.108166549061762	1.0	-0.128281028777968	1.0	-0.509777548143851	1.0
ENSG00000167553	TUBA1C	1.05848663739453	0.727523939163141	0.413355318766838	1.0	0.193401601346878	1.0	0.182373005473139	1.0
ENSG00000167555	ZNF528	-1.12579240324036	1.0	-0.0911180925035944	1.0	-0.520874202843426	1.0	-0.420421269017595	1.0
ENSG00000167562	ZNF701	0.0635728997501679	1.0	0.0595559882912475	1.0	0.0332733922574477	1.0	0.0088859308027551	1.0
ENSG00000167565	SERTAD3	-0.465761971426834	1.0	0.162930680451715	1.0	0.282284267583315	1.0	0.174605742403795	1.0
ENSG00000167566	NCKAP5L	-0.44280480497845	1.0	0.260029547283901	1.0	0.0850231202731813	1.0	0.110984093870584	1.0
ENSG00000167578	RAB4B	-0.566168910462438	1.0	0.298373332965659	1.0	-0.169588571316628	1.0	0.341955333588408	1.0
ENSG00000167595	PROSER3	-0.276045460099881	1.0	-0.551681655661203	1.0	0.122310375413329	1.0	0.0783453489150947	1.0
ENSG00000167601	AXL	-0.407811001533634	1.0	0.147219539725127	1.0	-0.73027805544148	1.0	-0.639642235469261	1.0
ENSG00000167604	NFKBID	0.118235592927181	1.0	0.0365724040905901	1.0	-0.915454332264189	1.0	-0.0797893234688181	1.0
ENSG00000167615	LENG8	0.152664207163124	1.0	0.110106168573333	1.0	0.324819321754603	1.0	0.455740158033764	1.0
ENSG00000167619	TMEM145	-0.941783623834812	1.0	-0.301452976203123	1.0	0.454683548836365	1.0	0.0014100558517712	1.0
ENSG00000167625	ZNF526	-0.23106351886961	1.0	-0.111240837803927	1.0	0.0419601725781473	1.0	0.118756646986073	1.0
ENSG00000167632	TRAPPC9	0.124055265407217	1.0	0.263948827227682	1.0	0.891018523163943	1.0	0.863280628052488	1.0
ENSG00000167635	ZNF146	-0.320703601538674	1.0	0.477791827030765	1.0	-0.0921327331669151	1.0	-0.137332687575531	1.0
ENSG00000167637	ZNF283	-1.33332580606674	1.0	-1.21064502938689	1.0	0.114230315647704	1.0	-0.385986659759093	1.0
ENSG00000167644	C19orf33	-0.215552839623756	1.0	0.267962830787331	1.0	0.376388236393742	1.0	0.933045772892485	1.0
ENSG00000167645	YIF1B	-0.39794445396836	1.0	-0.439870443445521	1.0	0.08184562706339	1.0	0.0808325263274803	1.0
ENSG00000167646	DNAAF3	0.79334458861243	1.0	0.434540542717429	1.0	1.22977285720576	1.0	1.39700269148697	1.0
ENSG00000167657	DAPK3	0.922883693424403	1.0	0.39704356983806	1.0	0.205685992786531	1.0	0.101478793435034	1.0
ENSG00000167658	EEF2	0.0921080619875472	1.0	-0.349310750816917	1.0	0.220925531108925	1.0	0.161016350416359	1.0
ENSG00000167670	CHAF1A	1.20825819118572	0.924208548545578	-0.121431283722364	1.0	-0.195433004229242	1.0	0.0240587117441997	1.0
ENSG00000167671	UBXN6	-0.678984872059735	1.0	0.113796836645204	1.0	-0.144756251567214	1.0	-0.129688850425033	1.0
ENSG00000167674	HDGFL2	0.779143167671764	1.0	-0.191029114934536	1.0	-0.279605130773928	1.0	0.057241910475164	1.0
ENSG00000167680	SEMA6B	-1.03895268582912	1.0	-1.24786889695246	1.0	0.0072260506782742	1.0	-0.0812211569338572	1.0
ENSG00000167685	ZNF444	0.728804546940689	1.0	-0.153847789098426	1.0	-0.24814911594611	1.0	-0.0542975336456131	1.0
ENSG00000167693	NXN	0.118677873162532	1.0	-0.212461620470066	1.0	0.0661217453927909	1.0	-0.19336981711808	1.0
ENSG00000167695	TLCD3A	0.82871259755912	1.0	0.357528909949793	1.0	0.098493528256991	1.0	0.0471344303086498	1.0
ENSG00000167699	GLOD4	-0.121885032396388	1.0	0.194523749054545	1.0	-0.118713009482674	1.0	-0.379837810229366	1.0
ENSG00000167700	MFSD3	0.757472003905628	1.0	0.158626722734036	1.0	0.462042130676732	1.0	0.406202863324046	1.0
ENSG00000167702	KIFC2	0.342465743420579	1.0	-0.0343486722133752	1.0	-0.0769458597255661	1.0	0.118773343592952	1.0
ENSG00000167703	SLC43A2	-1.2434009830123	1.0	-1.18347748215384	1.0	-0.354463383822015	1.0	0.36698189795076	1.0
ENSG00000167716	WDR81	-0.18567706883301	1.0	-0.0004732611191693	1.0	0.202880089056385	1.0	-0.108600173559985	1.0
ENSG00000167720	SRR	-0.107738099013547	1.0	0.167239159376078	1.0	0.0094767109587334	1.0	0.120085369668494	1.0
ENSG00000167721	TSR1	0.467814627268766	1.0	-0.299350973948277	1.0	0.0011068948222954	1.0	0.23645779874875	1.0
ENSG00000167733	HSD11B1L	-1.54990675579433	1.0	-0.700704932304076	1.0	-0.3541100296961	1.0	0.0807926233531849	1.0
ENSG00000167740	CYB5D2	-1.60036037260576	0.0274992680988174	-0.684990818520494	1.0	-0.383502501713508	1.0	-0.0847025518150448	1.0
ENSG00000167747	C19orf48	0.404900765438787	1.0	-0.266962952696554	1.0	0.204651026032545	1.0	0.260091581623992	1.0
ENSG00000167766	ZNF83	-0.534901560599503	1.0	-0.181350894648485	1.0	-0.294342391518495	1.0	-0.236305569518531	1.0
ENSG00000167767	KRT80	0.448462020926467	1.0	-0.0981783027366907	1.0	0.0850329751851957	1.0	0.0575620974506883	1.0
ENSG00000167770	OTUB1	0.0499543034305763	1.0	0.245258342791364	1.0	0.0151184529760089	1.0	0.188600844267579	1.0
ENSG00000167772	ANGPTL4	-0.431505504940251	1.0	0.067478711253905	1.0	0.712560343953029	1.0	0.739151614681435	1.0
ENSG00000167775	CD320	0.416030942428876	1.0	0.0148141406815316	1.0	0.110518878662946	1.0	0.0574298356096303	1.0
ENSG00000167778	SPRYD3	-0.0760389790762996	1.0	0.823080535574269	1.0	0.320389462821074	1.0	0.338197686983959	1.0
ENSG00000167779	IGFBP6	-0.0092887215801171	1.0	0.203455805696958	1.0	-0.516387323830096	1.0	0.282631057960826	1.0
ENSG00000167785	ZNF558	-1.67974531164588	0.0004821647935378	-0.0388697184531521	1.0	0.102504107900734	1.0	0.379926328258671	1.0
ENSG00000167792	NDUFV1	-0.102266129118829	1.0	-0.0945258410729384	1.0	0.224979343461635	1.0	0.122188958778338	1.0
ENSG00000167797	CDK2AP2	0.153321482853269	1.0	0.764437970219925	1.0	0.25779139790161	1.0	0.194052498618706	1.0
ENSG00000167799	NUDT8	-0.399544562805474	1.0	-0.704554110466191	1.0	-0.434103318588173	1.0	-0.510661031248749	1.0
ENSG00000167815	PRDX2	0.154543051071565	1.0	-0.546250144249266	1.0	0.370012546550679	1.0	0.124355583885103	1.0
ENSG00000167840	ZNF232	-0.269653968133797	1.0	0.0915109290535874	1.0	-0.164429929110705	1.0	0.185801260212374	1.0
ENSG00000167842	MIS12	0.0788947495952925	1.0	0.0700320761480597	1.0	0.0452874172656621	1.0	-0.13926836419598	1.0
ENSG00000167862	MRPL58	-0.114744643368496	1.0	-0.147381143397095	1.0	0.0556432485470131	1.0	0.0104234794605222	1.0
ENSG00000167863	ATP5PD	-0.0718828440733086	1.0	-0.194449735602716	1.0	0.15242542152228	1.0	0.0942408007390743	1.0
ENSG00000167881	SRP68	0.0190507760970879	1.0	-0.0877660886639173	1.0	0.150451663276479	1.0	-0.200595159557776	1.0
ENSG00000167900	TK1	0.648333284954417	1.0	-0.188551821785063	1.0	0.0759312443341384	1.0	-0.204710301963139	1.0
ENSG00000167904	TMEM68	-0.19621981008381	1.0	0.298262240922196	1.0	-0.15220283114449	1.0	0.11625937760421	1.0
ENSG00000167920	TMEM99	-0.2939625634344	1.0	-0.260294446446574	1.0	-0.187001266886766	1.0	-0.266310921583861	1.0
ENSG00000167925	GHDC	-0.8376443070035	1.0	-0.214916224787229	1.0	0.016876940270226	1.0	0.0887783535912785	1.0
ENSG00000167930	FAM234A	-1.20848711857832	0.502637721221498	-0.34987368906503	1.0	-0.260260325574834	1.0	-0.145320428713361	1.0
ENSG00000167962	ZNF598	0.494594054115709	1.0	0.373902691587955	1.0	0.315725703741846	1.0	0.145992612215949	1.0
ENSG00000167965	MLST8	0.144718093667179	1.0	-0.532915335338074	1.0	0.230599220533771	1.0	0.151252977681406	1.0
ENSG00000167967	E4F1	0.801261039219631	1.0	0.273775987735027	1.0	0.308147754855581	1.0	0.316686286003733	1.0
ENSG00000167969	ECI1	0.0159646307207977	1.0	0.169806964592117	1.0	0.254119720186768	1.0	0.267624254561378	1.0
ENSG00000167972	ABCA3	-0.804993105782434	1.0	0.197765007367803	1.0	-0.200392009002943	1.0	-0.270298042065172	1.0
ENSG00000167977	KCTD5	0.0674136575686717	1.0	0.615580197200794	1.0	-0.0418237625607718	1.0	-0.344740019250331	1.0
ENSG00000167978	SRRM2	0.0596717499456769	1.0	0.0645119439961235	1.0	0.0370795012131691	1.0	0.119099422935347	1.0
ENSG00000167985	SDHAF2	0.403306371348638	1.0	0.262200199973574	1.0	0.289945153593814	1.0	0.503635279047639	1.0
ENSG00000167986	DDB1	0.313608545345874	1.0	0.290258191949622	1.0	0.132447584213134	1.0	0.168419944721306	1.0
ENSG00000167987	VPS37C	-1.03443643854623	1.0	0.0765176021164002	1.0	-0.250554809167211	1.0	-0.335812313811366	1.0
ENSG00000167994	RAB3IL1	-0.946890459792892	1.0	-0.415288151935026	1.0	0.520405714107767	1.0	-0.905435878550579	1.0
ENSG00000167995	BEST1	-1.00096297035208	1.0	-0.370910110167909	1.0	0.103249048069863	1.0	0.0976393375310969	1.0
